Date,Open,High,Low,Close,Adj Close,Volume
2007-03-16,329.000000,339.000000,261.100006,271.799988,223.202850,5111102
2007-03-19,281.700012,282.799988,264.200012,268.500000,220.492905,1768371
2007-03-20,272.000000,276.000000,256.899994,259.250000,212.896759,636655
2007-03-21,260.100006,262.000000,245.800003,248.449997,204.027786,469142
2007-03-22,251.600006,254.000000,242.149994,244.800003,201.030411,427544
2007-03-23,244.100006,293.799988,240.000000,293.799988,241.269379,1516769
2007-03-26,310.000000,338.000000,296.500000,300.399994,246.689240,3240966
2007-03-28,298.899994,311.950012,273.100006,298.200012,244.882584,2079439
2007-03-29,295.100006,314.799988,295.000000,302.399994,248.331589,1716241
2007-03-30,308.000000,309.299988,294.049988,296.600006,243.568680,578000
2007-04-02,290.000000,292.000000,275.000000,284.850006,233.919586,266950
2007-04-03,289.000000,300.000000,286.549988,290.000000,238.148727,435174
2007-04-04,293.500000,297.799988,283.000000,284.350006,233.508865,163908
2007-04-05,280.000000,296.649994,279.100006,282.049988,231.620224,238839
2007-04-09,284.500000,338.500000,283.200012,338.500000,277.976990,867976
2007-04-10,350.000000,390.000000,327.399994,331.500000,272.228607,2676428
2007-04-11,333.399994,347.399994,322.049988,333.450012,273.829895,1002426
2007-04-12,330.000000,339.000000,322.100006,326.549988,268.163757,607119
2007-04-13,330.000000,342.500000,325.350006,328.399994,269.682922,434044
2007-04-16,332.100006,389.899994,331.149994,365.000000,299.738922,2064244
2007-04-17,362.000000,368.000000,335.100006,339.549988,278.839325,1085785
2007-04-18,343.500000,392.899994,340.049988,366.049988,300.601257,2491657
2007-04-19,355.000000,370.899994,345.000000,361.049988,296.495209,960337
2007-04-20,365.899994,377.799988,357.350006,361.799988,297.111023,718160
2007-04-23,369.000000,374.299988,353.000000,356.350006,292.635498,434168
2007-04-24,352.000000,362.000000,347.100006,349.649994,287.133514,271669
2007-04-25,350.000000,364.000000,350.000000,354.500000,291.116272,285461
2007-04-26,361.000000,363.899994,345.000000,349.000000,286.599640,196140
2007-04-27,354.750000,354.750000,332.000000,334.450012,274.651215,181611
2007-04-30,339.750000,343.000000,330.100006,336.950012,276.704224,118238
2007-05-03,342.000000,355.600006,341.250000,344.450012,282.863159,190321
2007-05-04,345.000000,349.850006,334.500000,340.100006,279.291016,108187
2007-05-07,347.500000,361.000000,345.049988,346.950012,284.916260,290333
2007-05-08,353.799988,355.399994,345.000000,346.299988,284.382416,123273
2007-05-09,349.899994,384.000000,346.000000,367.700012,301.956299,1747879
2007-05-10,371.000000,441.250000,362.100006,422.950012,347.327545,3303107
2007-05-11,400.000000,488.899994,400.000000,468.000000,384.322815,7354033
2007-05-14,432.250000,477.399994,385.000000,461.500000,378.985077,1983062
2007-05-15,462.000000,462.000000,428.500000,434.649994,356.935638,1034366
2007-05-16,421.250000,447.399994,421.250000,431.950012,354.718475,376949
2007-05-17,449.899994,457.000000,428.149994,434.500000,356.812469,407508
2007-05-18,420.100006,424.000000,412.799988,412.799988,338.992340,40207
2007-05-21,412.000000,412.000000,392.200012,392.200012,322.075653,16628
2007-05-22,377.000000,411.299988,372.600006,408.850006,335.748718,41301
2007-05-23,392.149994,404.799988,388.450012,399.399994,327.988312,22260
2007-05-24,380.000000,404.000000,380.000000,382.450012,314.068878,8279
2007-05-25,367.000000,387.000000,365.350006,378.850006,311.112579,14661
2007-05-28,383.950012,383.950012,365.100006,372.250000,305.692627,9137
2007-05-29,375.000000,375.000000,366.000000,373.049988,306.349640,9339
2007-05-30,371.000000,383.000000,367.000000,380.100006,312.139008,15724
2007-05-31,372.000000,399.149994,372.000000,395.250000,324.580261,13856
2007-06-01,400.000000,408.000000,390.000000,395.700012,324.949921,9043
2007-06-04,385.000000,399.000000,385.000000,387.350006,318.092743,2004
2007-06-05,383.549988,384.049988,377.149994,381.399994,313.206604,2031
2007-06-06,386.950012,386.950012,364.049988,367.850006,302.079315,3577
2007-06-07,359.200012,377.700012,358.000000,360.350006,295.920319,3909
2007-06-08,361.200012,375.000000,358.000000,363.549988,298.548187,4612
2007-06-11,351.200012,373.899994,350.000000,366.350006,300.847626,6008
2007-06-12,365.000000,369.899994,360.000000,363.450012,298.466125,5186
2007-06-13,350.000000,369.000000,350.000000,365.549988,300.190613,4142
2007-06-14,377.700012,378.000000,363.049988,375.799988,308.607880,4906
2007-06-15,369.000000,389.000000,368.000000,381.200012,313.042480,9790
2007-06-18,381.000000,393.000000,381.000000,389.899994,320.186798,5863
2007-06-19,388.000000,394.899994,387.000000,390.299988,320.515320,4060
2007-06-20,392.000000,402.000000,390.000000,401.950012,330.082397,8974
2007-06-21,412.000000,412.000000,390.000000,405.600006,333.079803,6923
2007-06-22,410.000000,410.500000,392.000000,404.149994,331.889099,2367
2007-06-25,395.000000,405.000000,391.149994,403.750000,331.560577,3911
2007-06-26,393.149994,402.000000,391.000000,400.000000,328.481140,1944
2007-06-27,391.600006,401.000000,390.000000,397.799988,326.674316,3804
2007-06-28,393.000000,406.000000,392.500000,402.600006,330.616180,3535
2007-06-29,399.799988,420.000000,395.000000,409.950012,336.652008,7079
2007-07-02,407.000000,411.750000,396.700012,408.750000,335.666595,35605
2007-07-03,410.000000,413.000000,407.500000,410.399994,337.021515,3997
2007-07-04,399.000000,410.399994,399.000000,406.799988,334.065338,73888
2007-07-05,399.049988,406.000000,390.000000,393.500000,323.143127,1675
2007-07-06,400.000000,400.000000,390.000000,397.000000,326.017426,2359
2007-07-09,400.000000,401.149994,388.100006,389.700012,320.022552,2957
2007-07-10,398.799988,398.799988,392.100006,395.000000,324.374939,1680
2007-07-11,399.000000,400.000000,383.000000,386.350006,317.271576,758
2007-07-12,386.000000,400.000000,383.000000,395.000000,324.374939,3276
2007-07-13,390.000000,399.000000,385.000000,385.549988,316.614655,1402
2007-07-16,386.100006,397.899994,386.100006,390.000000,320.268921,1170
2007-07-17,385.000000,402.000000,375.000000,400.200012,328.645264,7316
2007-07-18,390.000000,400.049988,388.000000,398.799988,327.495575,3829
2007-07-19,400.000000,400.500000,400.000000,400.250000,328.686310,3733
