Date,Open,High,Low,Close,Adj Close,Volume
2013-04-30,56.625000,57.450001,54.500000,55.500000,49.219120,577392
2013-05-02,54.400002,56.500000,54.400002,54.974998,48.753532,551612
2013-05-03,55.349998,56.224998,54.750000,54.950001,48.731365,612986
2013-05-06,55.474998,56.150002,55.000000,55.549999,49.263458,514388
2013-05-07,55.950001,56.849998,55.549999,56.000000,49.662537,470904
2013-05-08,56.000000,58.099998,56.000000,57.349998,50.859756,789366
2013-05-09,57.500000,60.400002,57.500000,58.424999,51.813103,1223698
2013-05-10,58.575001,59.575001,57.549999,57.674999,51.147980,469548
2013-05-13,58.250000,59.400002,57.625000,57.875000,51.325344,443640
2013-05-14,57.900002,58.200001,56.500000,56.849998,50.416340,164274
2013-05-15,57.000000,59.900002,56.825001,59.575001,52.832954,1485780
2013-05-16,60.049999,61.974998,59.125000,61.400002,54.451427,1346512
2013-05-17,61.500000,62.700001,59.625000,62.400002,55.338253,1040414
2013-05-20,62.099998,62.974998,58.450001,58.950001,52.278690,1238712
2013-05-21,59.450001,61.049999,58.275002,58.849998,52.189999,1794848
2013-05-22,58.349998,58.974998,57.549999,57.650002,51.125809,633242
2013-05-23,57.075001,58.375000,56.974998,57.500000,50.992786,651368
2013-05-24,57.750000,58.474998,55.750000,56.125000,49.773388,393940
2013-05-27,56.375000,56.799999,55.000000,55.200001,48.953075,503168
2013-05-28,55.599998,56.375000,54.950001,56.049999,49.706875,639164
2013-05-29,56.099998,58.000000,56.099998,57.049999,50.593712,624076
2013-05-30,57.200001,57.500000,56.200001,56.599998,50.194637,209376
2013-05-31,56.875000,57.900002,55.799999,56.875000,50.438519,701412
2013-06-03,56.849998,59.875000,56.775002,58.075001,51.502712,489184
2013-06-04,58.224998,59.349998,57.474998,57.974998,51.414024,391452
2013-06-05,57.750000,57.900002,57.049999,57.525002,51.014954,138316
2013-06-06,56.000000,59.625000,56.000000,59.325001,52.611256,529692
2013-06-07,59.325001,60.299999,57.700001,58.200001,51.613567,307914
2013-06-10,58.700001,59.224998,57.000000,57.424999,50.926266,121710
2013-06-11,55.750000,57.200001,52.049999,53.500000,47.445457,403788
2013-06-12,53.450001,53.450001,49.775002,50.599998,44.873650,780550
2013-06-13,50.049999,52.750000,49.849998,50.450001,44.740627,417280
2013-06-14,51.150002,51.849998,50.500000,50.625000,44.895821,228950
2013-06-17,51.224998,51.275002,48.650002,49.974998,44.319382,443502
2013-06-18,49.599998,51.224998,47.575001,50.025002,44.363724,554674
2013-06-19,50.049999,50.599998,49.250000,49.599998,43.986816,302602
2013-06-20,49.000000,49.549999,48.500000,48.650002,43.144333,240476
2013-06-21,48.049999,49.400002,47.599998,48.974998,43.432545,402004
2013-06-24,49.000000,49.224998,40.900002,44.250000,39.242271,1465128
2013-06-25,44.474998,46.299999,41.599998,45.174999,40.062592,910054
2013-06-26,44.750000,47.000000,44.000000,45.724998,40.550343,547228
2013-06-27,46.125000,46.974998,44.674999,46.500000,41.237637,1136736
2013-06-28,46.750000,47.200001,45.525002,46.174999,40.949417,609824
2013-07-01,45.500000,48.174999,45.224998,46.700001,41.415005,759162
2013-07-02,46.700001,47.549999,45.549999,45.775002,40.594688,776140
2013-07-03,45.500000,45.724998,44.400002,44.674999,39.619171,686280
2013-07-04,44.400002,45.950001,44.400002,45.000000,39.907398,518272
2013-07-05,45.000000,46.474998,44.049999,44.424999,39.397469,1078556
2013-07-08,44.200001,44.200001,42.000000,42.750000,37.912025,382414
2013-07-09,43.000000,43.474998,40.299999,41.075001,36.426582,1739142
2013-07-10,41.000000,41.375000,38.400002,38.599998,34.231678,1706292
2013-07-11,39.424999,39.875000,39.025002,39.375000,34.918968,624180
2013-07-12,39.500000,39.650002,35.900002,37.349998,33.123135,2119844
2013-07-15,37.849998,37.849998,36.250000,36.424999,32.302822,938370
2013-07-16,36.000000,36.000000,33.299999,35.250000,31.260794,1187880
2013-07-17,35.025002,35.924999,34.250000,34.799999,30.861715,395150
2013-07-18,34.724998,40.275002,31.500000,38.299999,33.965626,2923668
2013-07-19,37.700001,38.174999,36.125000,36.650002,32.502354,626232
2013-07-22,36.500000,37.924999,36.000000,37.174999,32.967941,413636
2013-07-23,36.500000,44.599998,35.000000,44.099998,39.109245,8700222
2013-07-24,45.200001,48.950001,44.150002,45.400002,40.262127,9264580
2013-07-25,44.250000,45.349998,43.150002,43.849998,38.887543,2518272
2013-07-26,43.849998,45.150002,39.599998,41.575001,36.870003,2097648
2013-07-29,41.575001,43.900002,39.299999,40.275002,35.717121,1265642
2013-07-30,41.000000,41.974998,39.799999,40.375000,35.805805,519458
2013-07-31,40.375000,40.700001,38.200001,39.549999,35.074169,604946
2013-08-01,39.750000,41.375000,38.250000,39.325001,34.874634,578034
2013-08-02,39.000000,44.450001,38.250000,42.099998,37.335583,1441242
2013-08-05,42.099998,45.000000,41.500000,44.049999,39.064903,604358
2013-08-06,43.500000,44.349998,41.250000,42.799999,37.956364,341250
2013-08-07,42.424999,46.500000,42.424999,44.549999,39.508320,2128482
2013-08-08,44.549999,46.500000,44.549999,45.924999,40.727718,560354
2013-08-12,46.000000,47.450001,45.250000,46.799999,41.503689,502866
2013-08-13,46.599998,50.500000,46.275002,47.500000,42.124474,852422
2013-08-14,47.625000,49.400002,45.549999,47.224998,41.880592,725894
2013-08-16,45.000000,46.000000,43.500000,43.700001,38.754517,699882
2013-08-19,43.724998,44.700001,40.799999,41.750000,37.025200,1031756
2013-08-20,40.950001,41.150002,39.025002,39.950001,35.428894,1078036
2013-08-21,41.299999,41.974998,40.000000,40.525002,35.938828,383416
2013-08-22,39.099998,41.000000,38.750000,39.224998,34.785942,482636
2013-08-23,39.325001,47.049999,39.325001,47.049999,41.725403,2534444
2013-08-26,48.049999,48.900002,44.549999,45.049999,39.951736,1129740
2013-08-27,44.750000,47.400002,44.150002,44.849998,39.774372,1181916
2013-08-28,45.000000,45.974998,42.599998,43.450001,38.532806,627650
2013-08-29,44.750000,45.450001,43.049999,43.424999,38.510639,748144
2013-08-30,44.000000,44.450001,41.650002,42.599998,37.779003,238820
2013-09-02,43.974998,44.799999,42.700001,43.700001,38.754517,282098
2013-09-03,44.000000,44.674999,43.000000,43.349998,38.444126,236794
2013-09-04,43.400002,44.500000,42.799999,43.224998,38.333267,183010
2013-09-05,43.549999,44.750000,43.049999,43.299999,38.399784,189052
2013-09-06,43.599998,44.349998,42.875000,43.025002,39.057941,222472
2013-09-10,43.750000,45.325001,43.049999,43.900002,39.852264,623592
2013-09-11,44.125000,44.424999,43.125000,43.625000,39.602612,302346
2013-09-12,44.250000,46.025002,43.650002,44.325001,40.238075,766304
2013-09-13,44.000000,45.250000,44.000000,44.174999,40.101898,204474
2013-09-16,44.000000,45.250000,43.500000,43.849998,39.806862,212748
2013-09-17,43.900002,43.950001,43.049999,43.400002,39.398361,134342
2013-09-18,45.000000,48.500000,44.150002,45.375000,41.191257,1084884
2013-09-19,46.450001,46.450001,44.250000,45.549999,41.350121,607504
2013-09-20,45.625000,50.000000,45.275002,48.900002,44.391239,1377394
2013-09-23,48.700001,54.500000,48.700001,51.325001,46.592648,1274326
2013-09-24,51.325001,52.250000,48.799999,51.125000,46.411087,917008
2013-09-25,50.950001,52.900002,50.099998,51.325001,46.592648,423880
2013-09-26,53.000000,53.000000,51.000000,51.500000,46.751511,325768
2013-09-27,51.575001,51.950001,48.900002,49.450001,44.890526,283976
2013-09-30,49.349998,50.500000,46.299999,46.924999,42.598347,322114
2013-10-01,47.900002,47.900002,44.299999,44.900002,40.760059,326644
2013-10-03,46.299999,46.299999,44.900002,45.200001,41.032391,280704
2013-10-04,45.250000,48.950001,45.250000,46.799999,42.484867,1588770
2013-10-07,47.400002,48.174999,46.325001,46.525002,42.235226,628814
2013-10-08,49.349998,49.349998,46.500000,46.775002,42.462173,619782
2013-10-09,46.825001,47.099998,45.650002,46.299999,42.030968,299764
2013-10-10,46.500000,47.250000,45.875000,46.150002,41.894798,166968
2013-10-11,46.250000,47.849998,46.250000,46.450001,42.167137,466906
2013-10-14,46.674999,47.950001,46.599998,47.474998,43.097630,299246
2013-10-15,48.500000,49.450001,47.500000,47.700001,43.301888,797596
2013-10-17,48.450001,49.224998,46.250000,48.049999,43.619614,564754
2013-10-18,48.375000,48.375000,46.900002,47.174999,42.825287,629282
2013-10-21,47.549999,48.250000,46.724998,47.099998,42.757202,683842
2013-10-22,47.099998,47.750000,46.549999,46.700001,42.394089,300268
2013-10-23,46.950001,48.125000,46.849998,47.674999,43.279186,663838
2013-10-24,48.400002,51.099998,48.250000,48.849998,44.345848,1464856
2013-10-25,47.849998,49.700001,47.849998,48.099998,43.664997,290542
2013-10-28,48.825001,49.724998,48.150002,48.525002,44.050816,478080
2013-10-29,49.250000,50.950001,49.099998,49.450001,44.890526,1500012
2013-10-30,49.750000,50.599998,48.674999,50.125000,45.503288,581812
2013-10-31,51.000000,52.900002,51.000000,52.125000,47.318886,1433648
2013-11-01,52.974998,53.500000,50.025002,51.049999,46.342995,1312070
2013-11-05,50.099998,50.500000,48.799999,49.474998,44.913223,470170
2013-11-06,49.500000,50.400002,49.150002,49.349998,44.799747,339432
2013-11-07,49.000000,50.250000,48.549999,48.900002,44.391239,331060
2013-11-08,49.875000,50.500000,48.099998,48.424999,43.960030,550094
2013-11-11,48.525002,49.049999,47.825001,47.974998,43.551521,192722
2013-11-12,48.474998,48.950001,46.325001,46.549999,42.257912,431240
2013-11-13,46.500000,46.500000,44.125000,44.400002,40.306156,264696
2013-11-14,44.950001,46.000000,44.450001,45.075001,40.918919,222950
2013-11-18,45.525002,46.400002,45.125000,45.250000,41.077782,193356
2013-11-19,45.500000,45.500000,44.200001,44.400002,40.306156,196206
2013-11-20,44.450001,45.375000,44.125000,44.525002,40.419628,175272
2013-11-21,44.549999,46.250000,44.099998,45.049999,40.896221,1416724
2013-11-22,45.750000,45.750000,43.275002,43.500000,39.489140,1196780
2013-11-25,43.549999,44.500000,42.875000,43.900002,39.852264,291280
2013-11-26,44.000000,45.900002,43.549999,44.474998,40.374241,636050
2013-11-27,44.049999,44.750000,43.200001,43.400002,39.398361,289058
2013-11-28,43.275002,45.000000,43.275002,44.724998,40.601185,308182
2013-11-29,44.799999,45.500000,43.875000,45.049999,40.896221,287800
2013-12-02,44.549999,45.775002,43.875000,45.099998,40.941612,369524
2013-12-03,44.750000,45.750000,44.750000,44.974998,40.828136,249736
2013-12-04,44.750000,45.224998,44.025002,44.224998,40.147293,162840
2013-12-05,44.700001,45.299999,44.000000,44.474998,40.374241,183484
2013-12-06,44.000000,45.099998,44.000000,44.400002,40.306156,235818
2013-12-09,44.500000,45.000000,44.125000,44.299999,40.215370,157768
2013-12-10,44.099998,44.474998,43.750000,43.825001,39.784176,100362
2013-12-11,43.549999,44.375000,43.349998,43.549999,39.534534,198600
2013-12-12,43.400002,43.849998,43.125000,43.325001,39.330276,103616
2013-12-13,43.049999,43.325001,42.075001,42.174999,38.286304,175900
2013-12-16,42.250000,43.500000,42.250000,42.700001,38.762901,106508
2013-12-17,42.275002,43.375000,41.799999,42.000000,38.127445,308992
2013-12-18,41.625000,43.500000,41.625000,42.575001,38.649429,582152
2013-12-19,42.674999,42.799999,41.750000,41.875000,38.013969,91754
2013-12-20,41.500000,42.500000,41.500000,41.724998,37.877800,258050
2013-12-23,41.724998,42.500000,41.299999,41.474998,37.650852,378664
2013-12-24,41.825001,43.825001,41.049999,42.750000,38.808292,1945902
2013-12-26,43.049999,44.950001,42.750000,43.875000,39.829563,928614
2013-12-27,44.099998,44.974998,43.750000,44.125000,40.056511,420794
2013-12-30,44.849998,44.974998,43.025002,43.174999,39.194099,454566
2013-12-31,43.049999,43.750000,42.700001,42.775002,38.830986,398746
2014-01-01,42.549999,43.674999,42.549999,43.075001,39.103329,197820
2014-01-02,43.400002,45.000000,42.549999,42.825001,38.876377,689532
2014-01-03,42.700001,44.075001,42.650002,43.349998,39.352970,344628
2014-01-06,43.325001,43.625000,42.049999,42.224998,38.331699,284936
2014-01-07,42.974998,43.375000,41.700001,41.900002,38.036667,606154
2014-01-08,42.349998,42.900002,41.700001,41.775002,37.923195,411310
2014-01-09,42.099998,42.775002,41.549999,41.700001,37.855106,575252
2014-01-10,41.825001,42.275002,40.250000,40.525002,36.788452,470198
2014-01-13,41.375000,41.375000,40.000000,40.125000,36.425327,310716
2014-01-14,39.674999,40.599998,39.049999,39.174999,35.562923,321370
2014-01-15,39.000000,40.174999,39.000000,39.549999,35.903339,799256
2014-01-16,39.174999,39.900002,38.700001,38.849998,35.267887,664140
2014-01-17,40.700001,41.125000,37.924999,38.299999,34.768597,1872728
2014-01-20,38.125000,39.000000,38.125000,38.625000,35.063629,453866
2014-01-21,38.724998,39.224998,38.575001,38.775002,35.199802,271754
2014-01-22,39.000000,39.025002,38.400002,38.599998,35.040936,245334
2014-01-23,38.700001,40.599998,38.325001,40.150002,36.448025,2793516
2014-01-24,40.000000,40.000000,38.250000,38.400002,34.859379,785650
2014-01-27,37.849998,37.849998,36.375000,36.650002,33.270737,531592
2014-01-28,36.549999,37.400002,36.000000,36.525002,33.157261,290094
2014-01-29,37.224998,37.900002,36.674999,37.525002,34.065052,789182
2014-01-30,37.000000,37.025002,36.000000,36.224998,34.254173,246026
2014-01-31,37.025002,37.250000,36.599998,36.924999,34.916092,313858
2014-02-03,37.200001,37.200001,36.400002,36.549999,34.561493,208824
2014-02-04,36.000000,37.250000,36.000000,37.075001,35.057934,212484
2014-02-05,37.000000,38.200001,36.549999,37.825001,35.767128,519474
2014-02-06,39.000000,39.450001,38.299999,38.799999,36.689083,1383652
2014-02-07,39.075001,39.174999,37.825001,38.125000,36.050804,337410
2014-02-10,39.474998,40.275002,38.674999,39.200001,37.067322,698792
2014-02-11,39.450001,41.049999,39.349998,40.525002,38.320232,815902
2014-02-12,40.275002,42.099998,40.275002,41.474998,39.218548,487624
2014-02-13,42.000000,44.375000,41.299999,43.125000,40.778782,1096612
2014-02-14,43.000000,46.000000,42.250000,45.174999,42.717251,2179844
2014-02-17,45.700001,47.000000,41.625000,43.924999,41.535255,2324578
2014-02-18,44.250000,46.924999,42.549999,45.750000,43.260975,920812
2014-02-19,46.500000,47.500000,45.125000,47.000000,44.442959,1121760
2014-02-20,47.299999,49.000000,47.299999,48.275002,45.648598,1019050
2014-02-21,49.724998,52.000000,48.575001,49.775002,47.066986,1210260
2014-02-24,50.400002,50.950001,48.599998,49.400002,46.712387,1099218
2014-02-25,49.500000,51.349998,47.750000,50.599998,47.847107,858920
2014-02-26,51.700001,51.974998,49.974998,51.724998,48.910896,1020588
2014-02-28,52.000000,52.650002,50.525002,52.075001,49.241856,675744
2014-03-03,51.974998,54.974998,50.974998,54.049999,51.109406,832136
2014-03-04,55.000000,56.750000,54.950001,55.799999,52.764194,1383462
2014-03-05,55.750000,55.750000,52.000000,52.275002,49.430977,778782
2014-03-06,51.500000,54.700001,50.625000,53.974998,51.038490,811520
2014-03-07,53.950001,53.950001,50.549999,51.825001,49.005455,735516
2014-03-10,50.900002,52.474998,50.150002,50.474998,47.728901,304392
2014-03-11,51.299999,51.299999,49.049999,49.224998,46.546909,259404
2014-03-12,49.500000,51.750000,49.025002,49.424999,46.736027,378868
2014-03-13,49.025002,49.974998,47.875000,48.099998,45.483109,224294
2014-03-14,47.700001,48.250000,46.750000,47.349998,44.773911,257088
2014-03-18,46.825001,51.500000,46.825001,50.525002,47.776184,382664
2014-03-19,51.400002,51.549999,48.875000,49.775002,47.066986,556182
2014-03-20,50.000000,50.299999,47.750000,48.400002,45.766792,186522
2014-03-21,48.200001,49.450001,48.200001,49.075001,46.405067,472646
2014-03-22,null,null,null,null,null,null
2014-03-24,51.299999,51.299999,49.200001,49.625000,46.925152,335170
2014-03-25,49.974998,49.974998,49.000000,49.525002,46.830593,177962
2014-03-26,49.750000,49.950001,47.224998,48.924999,46.263233,246666
2014-03-27,48.500000,49.700001,48.174999,48.599998,45.955914,604354
2014-03-28,48.775002,48.849998,47.599998,48.075001,45.459476,233016
2014-03-31,48.625000,49.500000,48.075001,48.450001,45.814072,271278
2014-04-01,49.224998,49.599998,47.650002,48.349998,45.719517,1537362
2014-04-02,49.000000,49.125000,48.325001,48.575001,45.932278,190552
2014-04-03,48.825001,49.500000,47.549999,47.924999,45.317638,432460
2014-04-04,48.000000,48.700001,47.599998,47.950001,45.341278,492380
2014-04-07,47.950001,48.375000,47.250000,47.424999,44.844837,143024
2014-04-09,47.724998,48.724998,47.075001,48.275002,45.648598,520706
2014-04-10,48.025002,49.375000,47.625000,47.924999,45.317638,471502
2014-04-11,47.500000,48.750000,47.049999,47.325001,44.750278,401632
2014-04-15,47.825001,48.875000,47.000000,48.450001,45.814072,1013794
2014-04-16,48.599998,49.599998,47.000000,47.224998,44.655720,1047390
2014-04-17,47.000000,48.849998,47.000000,48.049999,45.435837,725118
2014-04-21,48.275002,48.950001,47.200001,47.400002,44.821201,1058296
2014-04-22,47.650002,47.950001,47.049999,47.150002,44.584805,346616
2014-04-23,47.500000,48.250000,47.150002,47.424999,44.844837,492756
2014-04-24,47.424999,47.424999,47.424999,47.424999,44.844837,0
2014-04-25,47.275002,48.400002,47.275002,47.724998,45.128517,522148
2014-04-28,47.525002,47.974998,47.325001,47.750000,45.152157,261082
2014-04-29,47.700001,48.424999,47.150002,47.450001,44.868481,281980
2014-04-30,47.275002,47.950001,45.224998,45.700001,43.213684,284846
2014-05-02,47.000000,48.000000,46.049999,46.275002,43.757408,381514
2014-05-05,46.250000,47.325001,45.700001,45.875000,43.379166,152460
2014-05-06,46.099998,46.500000,45.650002,46.075001,43.568295,208380
2014-05-07,46.500000,48.275002,46.400002,47.474998,44.892120,1456988
2014-05-08,48.000000,48.375000,47.049999,47.474998,44.892120,757812
2014-05-09,47.000000,47.750000,46.650002,46.900002,44.348404,181522
2014-05-12,47.125000,47.500000,46.650002,47.275002,44.703003,165568
2014-05-13,47.474998,49.150002,47.250000,48.400002,45.766792,684956
2014-05-14,48.724998,48.724998,47.250000,47.400002,44.821201,365824
2014-05-15,47.200001,47.974998,46.525002,46.849998,44.301121,243610
2014-05-16,46.650002,48.400002,46.174999,46.424999,43.899246,330174
2014-05-19,47.200001,48.375000,46.799999,47.924999,45.317638,1161178
2014-05-20,48.025002,52.424999,48.025002,50.825001,48.059860,3333272
2014-05-21,51.325001,53.474998,50.000000,51.724998,48.910896,2120016
2014-05-22,59.500000,62.049999,59.000000,61.674999,58.319565,7709494
2014-05-23,63.000000,63.950001,60.150002,61.575001,58.225006,3805454
2014-05-26,62.500000,63.349998,56.150002,59.299999,56.073776,1858816
2014-05-27,60.450001,61.424999,57.724998,59.724998,56.475651,928808
2014-05-28,59.950001,61.375000,57.650002,58.174999,55.009987,837068
2014-05-29,58.275002,59.950001,58.075001,59.349998,56.121059,767934
2014-05-30,60.000000,60.224998,53.525002,55.400002,52.385963,1131644
2014-06-02,57.200001,57.200001,54.000000,55.650002,52.622360,548908
2014-06-03,55.750000,58.450001,55.750000,57.174999,54.064392,813850
2014-06-04,56.599998,57.674999,56.250000,56.599998,53.520672,462164
2014-06-05,56.525002,57.799999,56.250000,57.174999,54.064392,506944
2014-06-06,58.000000,58.250000,55.799999,56.549999,53.473392,914182
2014-06-09,56.549999,58.799999,56.299999,58.325001,55.151821,883146
2014-06-10,57.775002,63.750000,56.549999,62.724998,59.312439,3998610
2014-06-11,63.000000,63.674999,59.000000,60.625000,57.326691,2675072
2014-06-12,60.750000,61.400002,58.775002,59.325001,56.097420,411308
2014-06-13,59.625000,60.875000,55.000000,56.075001,53.024239,602852
2014-06-16,56.049999,57.674999,52.974998,56.900002,53.804352,509492
2014-06-17,57.275002,58.825001,56.500000,57.650002,54.513550,256576
2014-06-18,57.525002,58.500000,55.650002,56.049999,53.000599,262528
2014-06-19,56.900002,56.900002,54.500000,54.750000,51.771320,635390
2014-06-20,54.075001,57.099998,52.950001,54.500000,51.534927,1545040
2014-06-23,56.000000,57.325001,55.549999,55.875000,52.835117,972592
2014-06-24,55.875000,57.750000,55.750000,56.575001,53.497032,767324
2014-06-25,56.849998,57.500000,56.275002,56.924999,53.827991,363106
2014-06-26,57.474998,58.250000,56.849998,57.575001,54.442627,792172
2014-06-27,58.150002,60.500000,57.625000,59.950001,56.688416,1234728
2014-06-30,60.450001,61.750000,60.049999,61.224998,57.894051,773680
2014-07-01,61.224998,63.400002,59.799999,62.424999,59.028759,914960
2014-07-02,62.325001,64.000000,62.325001,63.275002,59.832520,1097978
2014-07-03,64.050003,69.625000,64.000000,67.500000,63.827660,2281092
2014-07-04,67.224998,75.349998,66.250000,71.300003,67.420929,6406470
2014-07-07,71.900002,74.599998,66.300003,67.224998,63.567619,4522648
2014-07-08,69.349998,70.300003,62.650002,63.450001,59.998001,1966990
2014-07-09,63.700001,66.750000,63.000000,64.824997,61.298191,1463204
2014-07-10,65.500000,67.250000,60.500000,61.174999,57.846767,2698410
2014-07-11,61.174999,62.150002,58.000000,58.575001,55.388226,703358
2014-07-14,58.724998,58.724998,54.825001,56.400002,53.331558,824856
2014-07-15,56.525002,59.750000,55.500000,59.099998,55.884663,1200352
2014-07-16,59.349998,59.500000,57.125000,58.599998,55.411861,563082
2014-07-17,58.775002,61.400002,58.750000,59.799999,56.546577,915990
2014-07-18,60.000000,61.275002,58.825001,59.724998,56.475651,632962
2014-07-21,59.724998,61.900002,59.724998,60.775002,57.468533,696766
2014-07-22,60.150002,61.250000,58.674999,59.750000,56.499298,528604
2014-07-23,60.349998,61.150002,59.599998,60.500000,57.208496,1111946
2014-07-24,60.099998,61.674999,59.250000,61.375000,58.035889,681932
2014-07-25,60.174999,61.375000,60.000000,60.799999,57.492172,391160
2014-07-28,61.375000,61.875000,59.924999,61.299999,57.964970,357024
